dataSource	Original springflow	Modified springflow	Difference
f800c8cd18ec868979d9356801cae835.csv	17.586216	14.17011	3.416106
81c085071d25226c3fae4a9195e9cb2a.csv	17.651012	14.234149	3.416863
c83687d049d0704222de71b22b3e6ed4.csv	17.649944	14.232931	3.417013
207deee0d44a396018ec534c24472002.csv	17.48772	14.064789	3.422931
60bedcc955e7ffdbd7544e1ab4323412.csv	18.073729	14.650614	3.423115
7b2f5c338a2c658b51b407743db4ec1c.csv	18.087715	14.662949	3.424766
329b3069ac7b24f73b3b1620e37235c6.csv	17.489813	14.064789	3.425024
522f7ae0502ce5d582d9b604a4bdade4.csv	17.573406	14.142798	3.430608
5263bc508d1e155c865aa9f86469292c.csv	18.06671	14.632549	3.434161
c577fa22b5de63dd332923450f0d1187.csv	18.06956	14.632549	3.437011
55594a43cfeee30634fbe8008bdff1bf.csv	18.072401	14.632549	3.439852
3f5031588bb3f91cf8526d4696b45203.csv	18.075247	14.632549	3.442698
c7e764fbf7a307a66ce304ba6af7a6ca.csv	18.078087	14.632549	3.445538
2488dfbbbba24fa293c0bac6658a858b.csv	18.080933	14.632549	3.448384
c151d192b2f053851d15af96f2103752.csv	17.829943	14.380447	3.449496
bfaa8ac8c127d8bd0864a8af41fcfa54.csv	17.780539	14.330036	3.450503
be68398622fa4b4bb7e278bd4fcba93a.csv	18.083736	14.632549	3.451187
71dc61df2e5e58f85437008ea8030e36.csv	18.086563	14.632549	3.454014
8c7cf4a1806555540f7b3a8d579462d1.csv	18.089415	14.632549	3.456866
de1b9c07e112956afb04c421d6655882.csv	17.840195	14.380784	3.459411
fd371a74be2a7217c9594dccabcf0c74.csv	18.092253	14.632549	3.459704
c2468184322f311bf6c8421364d55bee.csv	18.095098	14.632549	3.462549
dace80b17f385eae8bc3915085ec5477.csv	18.097937	14.632549	3.465388
d25ff41d54fb5e7a3550150a2aeaf6d7.csv	17.847662	14.380784	3.466878
969541504a220f5b3b7cabfcc1980190.csv	18.10078	14.632549	3.468231
dea0b18b07e15d2497a32d26573d55dd.csv	17.864243	14.393905	3.470338
f5532b855fba11e0a31b3f10016e1220.csv	18.103615	14.632549	3.471066
cf2f6c752b5e584bef208db9f82f1ad5.csv	18.10644	14.632549	3.473891
3727207d6fcb0088e22607a3513d7554.csv	18.109272	14.632549	3.476723
312d77fd1fc5d5e760dd7b6c441263e8.csv	17.854597	14.372443	3.482154
b459210bea089ef722642de12cec6d7f.csv	17.850248	14.363035	3.487213
9d0b96e75b5c2d82b36ffdd463bc3ce4.csv	17.685747	14.1939125	3.4918345
f85fcd30b710849ca1c2de53cf43e85c.csv	17.725338	14.231726	3.493612
a95297d76b270567898bf235adbf245b.csv	17.715664	14.221058	3.494606
05589dc2e3a2e4d17e6c1b96896445fc.csv	17.651129	14.144965	3.506164
8b87b1afe361c064c1d8d29dd905738d.csv	17.625355	14.115884	3.509471
d1b13ec3f360c5dcef757175f97aefb6.csv	17.641306	14.126793	3.514513
f28377c3e472a22555d957672dea83c9.csv	17.914877	14.399839	3.515038
16a2365f9b915e13a2486c61b33baf45.csv	17.644186	14.128931	3.515255
eb1858eb882b9bfc3d631b1bc10ef634.csv	17.195368	13.671978	3.52339
c1b9e23dc51c3091596dba04fd85d7f8.csv	17.181387	13.6575365	3.5238505
88bbe7f3aa666035b71aaf4f168db7fc.csv	17.184742	13.659686	3.525056
13c3cf86ac4bbf8c053d2b74387047e0.csv	17.184448	13.6575365	3.5269115
b0dc387bc85b60e79254af289b42f9cf.csv	17.926569	14.394041	3.532528
49829bce3327ff78c8e12039d5143070.csv	17.530039	13.99465	3.535389
758bc5a55f7a1dee60ba0d860531e7ff.csv	17.177143	13.640734	3.536409
853fb31f280fd044450c408a7daf35f9.csv	17.432453	13.895407	3.537046
178d37a178df51d1e892a751df6490e9.csv	17.403486	13.865371	3.538115
b9cb130a91c461bd121a4bdc1594cdff.csv	17.18549	13.647192	3.538298
9a749d4e80da9b319e7417f56ed1cfe5.csv	17.17834	13.639514	3.538826
b7f6b2f1f9c1b1bc17a45d56c637b7b6.csv	17.18888	13.649335	3.539545
2f714d1da0f546340530d72d5c6981c4.csv	17.19067	13.650869	3.539801
a19f79cd51121f38c5c61efff863b21a.csv	17.676851	14.135879	3.540972
3c1573cfc5ae6b637a0e329be4c60a2c.csv	17.406506	13.865371	3.541135
8e69d98bac0010dc378825156050afb4.csv	17.656788	14.115464	3.541324
ef4df9b1740ad6ad36cf8d6759cba450.csv	17.602194	14.059819	3.542375
698139f2c0e7f078d15f85034dbe233a.csv	17.659634	14.115464	3.54417
46cb5e63d5dad6648a98f4684b5fac4f.csv	17.587639	14.042642	3.544997
b3f780af45e0e1deea28b3742262c1d8.csv	17.247446	13.699938	3.547508
160221ab5ee4589992927a0da13777b4.csv	17.84568	14.296483	3.549197
c2974cd3e5dbcc5627ee2ed9e16cadd4.csv	17.527569	13.974733	3.552836
69727fe2028684b0a2cfb692c8f7ae1a.csv	17.088346	13.5353775	3.5529685
27e4a73545901868e52781fe7c8c8c52.csv	17.15199	13.598913	3.553077
4b1b20873120193635ecb78652d46465.csv	17.594496	14.040826	3.55367
2f5021a2fb38265a1a4d479093a46cca.csv	17.400238	13.846412	3.553826
1a809aee32bfdf9c1885035eb3273f76.csv	17.595371	14.040826	3.554545
1c4dc0e9935baf6bf511712d096cf849.csv	17.53058	13.974733	3.555847
fdb74b5b66419f4192a2ab92f045fb63.csv	17.40325	13.846412	3.556838
b7c7af0de5708022f3fc1b8f27697508.csv	17.405283	13.847629	3.557654
2602d9e6cdddf27f7cccf771765324d5.csv	17.404215	13.846412	3.557803
89252c16c3667ba583d621212c1e3b26.csv	17.24207	13.67957	3.5625
b6acd459038672e6155c6ae827f913cb.csv	17.244179	13.67957	3.564609
1af2697e44f0787ade87a678b233e061.csv	17.247034	13.682186	3.564848
47eaaf3c60e1c0f050c3b49aa2de4b29.csv	17.500006	13.930722	3.569284
a6bbed7e57e837c23d70806b4d8fa1ec.csv	17.086056	13.5160675	3.5699885
ea6b1a2167c0be9b55e4670624610a1e.csv	17.3279	13.756982	3.570918
df99d302909116e39ee2028ce3c1d044.csv	17.563704	13.978804	3.5849
9728fae9afb765875a595a87947908c4.csv	18.048483	14.447336	3.601147
2ed5c457c3f84e48ad58a1c16523f860.csv	18.052706	14.447336	3.60537
90904e3c9826d8fa129b2c0486b54db6.csv	18.05696	14.447336	3.609624
ab4a6dee28526183c29125d0d73cbf4c.csv	18.061209	14.447336	3.613873
dfe6ac82b793afebf87e67d231c61271.csv	18.065466	14.447336	3.61813
657bd4c7e0b4f04fd60b565beaffbb36.csv	18.069752	14.447336	3.622416
f647fb8aa05aa33f717471791b94a090.csv	17.592993	13.967919	3.625074
9d27d79d932e54a7b7426881a76c68e7.csv	17.54363	13.917901	3.625729
22d0f3c206ad069706f6461ef43c6cf1.csv	18.074015	14.447336	3.626679
b1eb70fce4c6476fa958ced466fd1a15.csv	18.07829	14.447336	3.630954
4a8b4421250d280202373fb30350a953.csv	18.082556	14.447336	3.63522
c103988ee9af2d0080d9874dfcef7997.csv	18.086832	14.447336	3.639496
2b9d8bc2280afe9f3329eefe622f04a1.csv	18.088264	14.447336	3.640928
612300dcb7ce316b3ea3165170c01e3f.csv	18.089144	14.447336	3.641808
34fef4de5e45d5cf58ba5a2b4861781a.csv	18.090015	14.447336	3.642679
bda23083192761fd57f5ac3160dc18f2.csv	17.627117	13.983792	3.643325
3c693404c9e3d01fbe4c2584f6536b10.csv	18.090889	14.447336	3.643553
c5e02e7c8196686308c9063f1bed473b.csv	18.091116	14.447336	3.64378
caef43118847bf3713e33354baa8dda1.csv	18.091759	14.447336	3.644423
d9cf55280f611817679c15961a57d398.csv	18.092636	14.447336	3.6453
97c89200bb7073d8dccb82326c83908b.csv	18.09352	14.447336	3.646184
e574f15158d880bb6a8cf02d23dea660.csv	18.093943	14.447336	3.646607
d9a9f77d3f8728cce317a22c2f1eacca.csv	18.094696	14.447336	3.64736
b94ff8e2919768cb05703bbc3fde867c.csv	18.095388	14.447336	3.648052
febdd2baaf5facd0afca75c825c8e7ec.csv	18.095568	14.447336	3.648232
6584600377d87c111938de8acb78a22c.csv	18.096437	14.447336	3.649101
b2bd8251bc5e6b1d37c342761757caa6.csv	18.096785	14.447336	3.649449
90061e9ec9d9c3e79d7b43c528ae0867.csv	18.097313	14.447336	3.649977
79c787c63034bce10b4749c77595fe42.csv	18.098192	14.447336	3.650856
408450084b3c2dfeaaea6a7929e57ae7.csv	18.099073	14.447336	3.651737
27fc83f26e86deb8e5a6d942c4b54db1.csv	18.099628	14.447336	3.652292
71f397e2d612363b14e5578649539ccf.csv	18.099638	14.447336	3.652302
3ddc5e214c826378868ed123c4cd22b0.csv	18.099949	14.447336	3.652613
380524d08598aebad035effe259df987.csv	18.100153	14.447336	3.652817
fb02ca16009b8624bea3caf47287b53c.csv	18.100822	14.447336	3.653486
9541984ae0f6f84c5fdac7f301298700.csv	18.101702	14.447336	3.654366
aaf19b7cabe275f2fce8fdf2bf7fdaca.csv	18.102451	14.447336	3.655115
f2c238561a8f8e5188513ae129d88ea2.csv	18.102997	14.447336	3.655661
6d6c5bf1fd9529e99982a8117506baa5.csv	18.103878	14.447336	3.656542
6bb5f42ea18a44874ff18b68b6d3400e.csv	17.603117	13.946467	3.65665
6ac75cceeb5e08759ddee46e3df8b748.csv	17.6175	13.959994	3.657506
088aca7540479d99f86aefd0d2a4eae2.csv	18.105305	14.447336	3.657969
007147373c216a2f6690bcef9d0afb11.csv	18.105833	14.447336	3.658497
2f153b58da615d6753b4dcb8dc6c8089.csv	18.10814	14.447336	3.660804
a42cb42d70a418619b95588951f7e278.csv	18.108145	14.447336	3.660809
3e987b34070ce687c5fc1af8fe665e1a.csv	18.108648	14.447336	3.661312
7759449028dfc0be0f937c8a37dd76d7.csv	17.39496	13.731921	3.663039
00491d2d5e3e61ba8082dcefa2e266ec.csv	18.110985	14.447336	3.663649
4de8ce9aba7c70f78e706342eb551ec4.csv	17.610582	13.946467	3.664115
b7094b350398caae47b368ee5641421e.csv	18.1115	14.447336	3.664164
fde464f51691a29f5c4fdba4c9a92a42.csv	18.112436	14.447336	3.6651
01d6efae7d13197d4165fed04fa36d47.csv	18.113823	14.447336	3.666487
6324894be8712a460a444ea82e27cf38.csv	18.114347	14.447336	3.667011
d988742b46e3b6bac017a1f2f226317f.csv	18.116674	14.447336	3.669338
dd132ecae1083c6132ce1d0e247b5e43.csv	18.117186	14.447336	3.66985
cf8c271ee3b10e8b67afa7671a96b138.csv	18.11949	14.447336	3.672154
f2f493fe58e9b066702a8fcda0fa15b8.csv	18.120033	14.447336	3.672697
de9f00371adf20432d94a91235db50d4.csv	17.876604	14.202006	3.674598
62d91615763ed95fb16d35dae98ca700.csv	18.122334	14.447336	3.674998
866bcaef101162a8a0a9d3a3b75b3b97.csv	18.122875	14.447336	3.675539
8c02a89cb3229a7b291c58d3c0852dbc.csv	18.12518	14.447336	3.677844
8b75e670f267959454a4cc6c79805d8d.csv	18.125738	14.447336	3.678402
f7c3cba85347c8ced453bdd924bc7491.csv	18.128017	14.447336	3.680681
909e975c3f7e8598b1a284240b0a5fe4.csv	18.128553	14.447336	3.681217
a30b0059a7e49f5454670a05284efd4b.csv	18.130867	14.447336	3.683531
084188ef2ccc5241f788264faafcd37c.csv	18.131397	14.447336	3.684061
0e7746a6029efa9442080ecf5541c72c.csv	18.134235	14.447336	3.686899
d5a16ab78e3e94d792e0612b03970f21.csv	17.871788	14.183026	3.688762
fa456924f44ebf00661819f623d6038e.csv	18.137074	14.447336	3.689738
a8112dab804d41719690b939259d3f12.csv	17.525156	13.834325	3.690831
d85ad2438ad90a5430c2d719d9b884ba.csv	18.13991	14.447336	3.692574
eb638129b9e6348e1d74e638cf955b6c.csv	17.45616	13.7616625	3.6944975
c80d22262d2b481e8f9a51816140f655.csv	17.302534	13.607908	3.694626
2e3190424cbf00e82309adf5d65af00c.csv	17.361032	13.665444	3.695588
a53e05559e07e087b82b1b565ee521ca.csv	17.897333	14.19512	3.702213
d567b13fd955cb1cd286b5958597e384.csv	17.430908	13.727779	3.703129
a40e086771550c546e19e05698fe75db.csv	17.688974	13.984874	3.7041
1f00888fe8e4f5065ac42a2e374ab8f4.csv	17.600304	13.894781	3.705523
fb7d04f0b753477c77812edad139434c.csv	17.43398	13.727779	3.706201
778f683fce98957c9c037c268b3739e0.csv	17.461182	13.754673	3.706509
fa8eb0a9c3d232646105af24ddbf90bf.csv	17.907196	14.200203	3.706993
2bcee5fed597fecc946af430442ab990.csv	17.559015	13.850832	3.708183
b8685247d90044b17434a097a2338acf.csv	17.514326	13.80497	3.709356
6d6463fe398f1f6b7ed26ea4506e95d8.csv	17.218657	13.508859	3.709798
73c051614b845cb92f3d37517f53625f.csv	17.300013	13.588015	3.711998
437ce51a0121a30e752d309a4bb6c981.csv	17.687038	13.975021	3.712017
d59fdcf4d93edcfdaf3acb1a578937af.csv	17.457817	13.743257	3.71456
7074d79b12b8a77ce93daf7bbc8ea69e.csv	17.303076	13.588015	3.715061
52dfb4d01d6d89a041fcba8e1f39db80.csv	17.20477	13.488594	3.716176
27571373e49a6b1f0cb06d0bd235de13.csv	17.393976	13.662008	3.731968
313f3dbadeddc9c05cefc232bbba3809.csv	17.12516	13.391001	3.734159
661544c0aea95d0c5af6548049f42d6d.csv	17.166838	13.4251995	3.7416385
f0cdbb365af388f42f87fe96ca233ef9.csv	16.958956	13.217222	3.741734
46764899d5b6d85f77a1f160ed992c61.csv	17.169895	13.4251995	3.7446955
f76e7cc4aa22e209fbd2b2ccfde1bfd6.csv	17.27157	13.523277	3.748293
cd48724194c94a30ea1935199aff2ae2.csv	17.16357	13.406206	3.757364
e760459bb31c8ff7dc85c9ef69befe68.csv	16.954248	13.196087	3.758161
74ba88e9ea0c9eddb37eb2933e371883.csv	17.166636	13.406206	3.76043
8f952e30020f85bcdc60c2260d2bd44d.csv	17.168673	13.40742	3.761253
a774482beffdfd7afc50cf7592f5ed0f.csv	17.16761	13.406206	3.761404
8c81aae984305bd6c1705c2517227f81.csv	17.01113	13.244974	3.766156
e6d4af07ac68621f16d0a46f1bc613a4.csv	16.851942	13.084312	3.76763
177274d707ee47611cf18bd88624a103.csv	16.949083	13.176162	3.772921
499ee5c3e72c95e57854b947564ffef5.csv	17.88619	14.113085	3.773105
5df5ca120ee16415a558c97a3fcc4a65.csv	16.95246	13.178305	3.774155
6e800c7cf82ca799d577e06b35688fc2.csv	16.945072	13.169031	3.776041
303c4ceaa68283198664379dd3188ecb.csv	16.948334	13.171176	3.777158
d977b50c85d0b1df4e6cc352c8e45af1.csv	16.948137	13.169031	3.779106
c0f3c9094c353bf4f72b48987a774955.csv	17.347416	13.565083	3.782333
350ff23337e5a3f662a140b690e4ce77.csv	17.298069	13.514634	3.783435
ff984b37e6d8a21c5bc78455b41c179c.csv	17.010704	13.227206	3.783498
4c33618adf998ee8581f1404d877cd96.csv	16.849655	13.065315	3.78434
3cb2844fd5bb4845f5d6d50ff3c98fac.csv	16.940819	13.152184	3.788635
86c3766167145a0e418a73d578f5ed79.csv	17.357737	13.568361	3.789376
f3a02b4924352317900957b2ab5a8385.csv	16.94204	13.150967	3.791073
8193d993cb436de57e2dc6d02fc8f0f4.csv	17.365156	13.568361	3.796795
e805843281fdbaf2e25c7d5b32a8c048.csv	17.005724	13.208229	3.797495
b35f35e22170cdede22f308b319bfbf2.csv	17.007816	13.208229	3.799587
103cfca32e5e7f79631b139fe8353f03.csv	16.915216	13.115397	3.799819
3d2297593203f5f7db2e48b631292c91.csv	17.381731	13.578684	3.803047
41dac83428c5ec8fcf97c1446efba0b0.csv	17.091167	13.277445	3.813722
50662ead894d15c8bd5e7276b98fe633.csv	17.372086	13.554274	3.817812
4ae086a29160217dbc4b97ba2d0be480.csv	17.670698	13.8142805	3.8564175
202694fa26e24671e139a670ae0fefae.csv	17.45178	13.586699	3.865081
a3e6838a3feda1321782d5aab8e0acf0.csv	17.665339	13.795333	3.870006
93c9861aa41031ec12d85dd881b5bff1.csv	17.280127	13.393908	3.886219
f6e4165961c8f1cf4032d7643660fd71.csv	17.715979	13.825665	3.890314
94767f26b8bd00f41f8f987fac7fa4ed.csv	17.362505	13.471615	3.89089
c1f69803f14084f1c836588e025c632f.csv	17.186146	13.290994	3.895152
c4363972379e2a718d54318221ff617d.csv	17.705492	13.807483	3.898009
51a6b90fe499a632c1e37ceb0e6e2fde.csv	17.189207	13.290994	3.898213
0d4829ac8170969e01f9c6dbda3c164f.csv	17.4891	13.582435	3.906665
a38aa9c4117028af9324e84c2d296e3f.csv	17.28713	13.366731	3.920399
92cf3bcc80f4c7f8db5074252bfcb200.csv	17.14954	13.220664	3.928876
784ca2b29556a5906de89c37f4eed326.csv	17.066044	13.133509	3.932535
319e205f98799f4057ff4bedb7ee0ca1.csv	17.140835	13.203175	3.93766
7ad3e25f553df10bd80b3ca3413f6c3d.csv	17.124445	13.176746	3.947699
0a60b2142480dfbaf7f3990112293ec8.csv	17.132437	13.184184	3.948253
201bb93fe27b66797945c4a03181bf75.csv	17.1334	13.184184	3.949216
92efe87cee36b3edc80322b83eab15f7.csv	17.06353	13.113589	3.949941
1b94e5328f1a9be31b6dc238c9eed9ce.csv	16.930338	12.9799595	3.9503785
ca4828e309699070c8bb98d5d92716b4.csv	16.8884	12.936778	3.951622
97a7651b079bc151370feaf7c93cf9fd.csv	17.066586	13.113589	3.952997
4535c5a6efc748eb64269ad680c92ce9.csv	16.933395	12.9799595	3.9534355
b97e8b471e05d2100b2b17eb013801f3.csv	16.981958	13.020638	3.96132
98b9b99854412141ba4e4828f4f82639.csv	16.712143	12.750571	3.961572
7cb1cde2dcb62bfcf9dcb1d7d3222772.csv	16.71552	12.752719	3.962801
b0dcd480440c44d2afe406464a39b40c.csv	16.71155	12.748695	3.962855
0da48a8257465e601092b65ee56616e1.csv	17.03506	13.072092	3.962968
74244435d9445632381661bce69ea720.csv	16.708166	12.74354	3.964626
854e58db6fe259ddaf25dca8bf04cc34.csv	16.927067	12.960977	3.96609
3b9677bb96bfbffcd818a8176e178923.csv	16.711224	12.74354	3.967684
3d52bda2dd825e57d7b3a75a89d2b2cf.csv	16.930134	12.960977	3.969157
c64bcb8db86aef87198ca6a378677f1c.csv	16.93216	12.962196	3.969964
e995bf067b628792e89c258273c44b16.csv	16.931107	12.960977	3.97013
14797dc4de690643f3e70d856b01d287.csv	17.098572	13.127206	3.971366
2645de0fa5392e6fb41a1027d5a6c13c.csv	16.968065	12.994851	3.973214
5e35dbb26ca5bb7790447ee4174e8f66.csv	17.384062	13.409672	3.97439
2b6f8d2227ff468e2868552f593f4be4.csv	16.867435	12.892998	3.974437
d5a0c991abf6fb95795d050ad813461c.csv	16.703915	12.726703	3.977212
18347af5c3864ae6a76b64b8bbeb1a81.csv	16.705128	12.725483	3.979645
3c96825b48c0c5285eb4b61dee7231a4.csv	16.7689	12.7833185	3.9855815
ebbb7526571102dec9c11a95cbbc52e3.csv	16.770988	12.7833185	3.9876695
5ba01aefe6fe84ee910e928a5a6ef561.csv	17.111067	13.108546	4.002521
60f20c7187895a917cd02b37d71bf78c.csv	17.061678	13.058673	4.003005
3dc17cccdf7f2cf6ca9749ba913da35d.csv	17.121172	13.108928	4.012244
4b8dbed1fe9770d9da0fdbe70488fbd1.csv	17.128536	13.108928	4.019608
42ae0972cd4234860a82609c37e403bc.csv	17.14511	13.119223	4.025887
268247c0fa826c3ea802e13779fce80f.csv	17.135473	13.092422	4.043051
8c33587c5e19837ac73673d2a72fda2b.csv	17.64421	13.589356	4.054854
f50f3817993ce00ee46f746dd775229e.csv	17.565163	13.498174	4.066989
4970230c341509881f7863ea0b4d54f2.csv	17.214571	13.128054	4.086517
2d1db13b9209eac76b9f3d525496c14e.csv	16.93135	12.837868	4.093482
fbb57be254a6aa8f135049db8e31038c.csv	17.433628	13.337018	4.09661
e6c4f965de27739e9be4ab7a3c64a6b6.csv	17.043934	12.94383	4.100104
9493099e496c9dc97f594e6206e4e54b.csv	17.125914	13.02386	4.102054
59e2542e69954785d425da1495eb2c38.csv	17.428267	13.318012	4.110255
6ad195a33b947151f939152471a512d9.csv	16.949682	12.8382635	4.1114185
9c061a1be315809ab49c4e5161fb8543.csv	16.952747	12.8382635	4.1144835
e0903b2a157f09b092cb65e472cfbca1.csv	16.97475	12.858007	4.116743
42cfa038c768bbf8dbff6c078f6143b6.csv	16.986828	12.867034	4.119794
06bbcae8573e8c1c24d4ff6da3a668b4.csv	16.976002	12.848892	4.12711
b0315da82fba4a979856bc1dcb8b6245.csv	16.887882	12.760366	4.127516
84abda421573078d1fc47b90d8814fbe.csv	16.97932	12.85104	4.12828
3b82d04092f0070e2ab12274f3b7a8db.csv	17.251972	13.120114	4.131858
981b800a48512aeb7abccb466f6d4b79.csv	17.4791	13.346562	4.132538
3743e0b3c982d40cb848f7f83bd2720a.csv	17.050941	12.916029	4.134912
73941b4f69de2922bcb18e4f3fea2182.csv	17.468597	13.330154	4.138443
67729fbbabbac5be77b5088bfeb3ae57.csv	16.483671	12.3414	4.142271
8e335db5b4afff9f0d35d5368d7e5397.csv	16.745092	12.600048	4.145044
7417b42bc8aef2c5178aedb9ea922b6f.csv	16.798113	12.648896	4.149217
048710b4b624d2eb6f5817faef8c29b3.csv	16.375544	12.217095	4.158449
1b8d56e24f093db3c0bc5d78b4e68e6a.csv	16.479033	12.320401	4.158632
a01446b6057fdd0d079f6b6a9ed8cfeb.csv	16.861904	12.700344	4.16156
bbfef913aa0ab94c00a135763a95b23a.csv	16.65162	12.489485	4.162135
930ee0bc09d35c314d3da8dac48c5d59.csv	16.731245	12.56658	4.164665
a422ff7873a4d5fbf4712ebfbc217a79.csv	16.535969	12.369207	4.166762
df4295c2daf8b021d2dda4f4b07c3da9.csv	16.69259	12.525679	4.166911
7dc93baf615ee4a90b50178b468f838c.csv	16.473848	12.305743	4.168105
4b73eaf35efbc4c4467e590c220df6ea.csv	16.477243	12.307902	4.169341
47e25f283cf5bd498aef6807ffd36613.csv	16.695656	12.525679	4.169977
787d113886370afb7a88162b1d071979.csv	16.373253	12.1980915	4.1751615
a9ca126d8d50fbb87dcee016d4c0281e.csv	16.694433	12.515308	4.179125
a8ed0c87e16272071ea242e38da24dd2.csv	16.689337	12.506676	4.182661
5697a9cdd82cb432b58b26e31ff4fa72.csv	16.535524	12.35142	4.184104
aab57a23fe4cb1ed4af30c3676266518.csv	16.692404	12.506676	4.185728
